"","source","target","Annotation","Direction","Score"
"2427","CLIP3","TNFRSF1A","activate; complex; input","->",1
"2428","CLIP3","TRADD","activate; complex; input","->",1
"2429","CLIP3","TRAF2","activate; complex; input","->",1
"2430","CLOCK","ID2","predicted","-",0.98
"2431","CLOCK","RELA","predicted","-",0.54
"2432","CLOCK","TGS1","reaction","-",1
"2433","CLP1","CPSF1","catalyze; complex; input","->",1
"2434","CLTC","ROR2","activate","->",1
"2435","CLTCL1","OCLN","predicted","-",0.54
"2436","CLUAP1","DYNC2H1","complex; input","-",1
"2437","CLUAP1","DYNC2LI1","complex; input","-",1
"2438","CLUAP1","DYNLL1","complex; input","-",1
"2439","CLUAP1","DYNLL2","complex; input","-",1
"2440","CLUAP1","DYNLRB1","complex; input","-",1
"2441","CLUAP1","DYNLRB2","complex; input","-",1
"2442","CLUAP1","HSPB11","complex; input","-",1
"2443","CLUAP1","ICK","predicted","-",0.64
"2444","CLUAP1","IFT122","complex; input","-",1
"2445","CLUAP1","IFT140","complex; input","-",1
"2446","CLUAP1","IFT172","complex; input","-",1
"2447","CLUAP1","IFT20","complex; input","-",1
"2448","CLUAP1","IFT27","complex; input","-",1
"2449","CLUAP1","IFT46","complex; input","-",1
"2450","CLUAP1","IFT52","complex; input","-",1
"2451","CLUAP1","IFT57","complex; input","-",1
"2452","CLUAP1","IFT74","complex; input","-",1
"2453","CLUAP1","IFT80","complex; input","-",1
"2454","CLUAP1","IFT81","complex; input","-",1
"2455","CLUAP1","IFT88","complex; input","-",1
"2456","CLUAP1","KIF3A","complex; input","-",1
"2457","CLUAP1","KIF3B","complex; input","-",1
"2458","CLUAP1","KIF3C","complex; input","-",1
"2459","CLUAP1","KIFAP3","complex; input","-",1
"2460","CLUAP1","TRAF3IP1","complex; input","-",1
"2461","CLUAP1","TTC21B","complex; input","-",1
"2462","CLUAP1","TTC26","complex; input","-",1
"2463","CLUAP1","TTC30B","complex; input","-",1
"2464","CLUAP1","UBXN10","predicted","-",0.64
"2465","CLUAP1","WDR19","complex; input","-",1
"2466","CLUAP1","WDR34","complex; input","-",1
"2467","CLUAP1","WDR35","complex; input","-",1
"2468","CLUAP1","WDR60","complex; input","-",1
"2469","CNBP","RPL24","predicted","-",0.99
"2470","CNBP","RPL3","predicted","-",0.73
"2471","CNGA2","CNGA4","complex","-",1
"2472","CNGA4","CNGB1","complex","-",1
"2473","CNGA4","EXOC1","complex; input","-",1
"2474","CNGA4","EXOC2","complex; input","-",1
"2475","CNGA4","EXOC3","complex; input","-",1
"2476","CNGA4","EXOC4","complex; input","-",1
"2477","CNGA4","EXOC5","complex; input","-",1
"2478","CNGA4","EXOC6","complex; input","-",1
"2479","CNGA4","EXOC7","complex; input","-",1
"2480","CNGA4","EXOC8","complex; input","-",1
"2481","CNGA4","RAB11A","complex; input","-",1
"2482","CNGA4","RAB11FIP3","complex; input","-",1
"2483","CNGA4","RAB3IP","complex; input","-",1
"2484","CNGA4","RAB8A","complex; input","-",1
"2485","CNN1","TPM2","predicted","-",0.59
"2486","CNOT2","NR2E3","predicted","-",0.5
"2487","CNR1","GNAI1","PPrel; PPrel: activation; complex; input","->",1
"2488","CNR2","GNAI1","complex; input","-",1
"2489","CNTF","IL2RB","PPrel: activation","->",1
"2490","CNTFR","IFNA2","PPrel: activated by","<-",1
"2491","CNTFR","IL5","PPrel: activated by","<-",1
"2492","COL10A1","P4HA2","catalyzed by","<-",1
"2493","COL10A1","PTK2B","catalyzed by; complex; input","<-",1
"2494","COL11A1","PTK2B","catalyzed by; complex; input","<-",1
"2495","COL11A1","TLL1","catalyzed by","<-",1
"2496","COL11A2","PTK2B","catalyzed by; complex; input","<-",1
"2497","COL11A2","TLL1","catalyzed by","<-",1
"2498","COL12A1","PTK2B","catalyzed by; complex; input","<-",1
"2499","COL13A1","PTK2B","catalyzed by; complex; input","<-",1
"2500","COL14A1","COL16A1","predicted","-",0.92
"2501","COL14A1","PTK2B","catalyzed by; complex; input","<-",1
"2502","COL15A1","PTK2B","catalyzed by; complex; input","<-",1
"2503","COL16A1","COL4A1","predicted","-",0.98
"2504","COL16A1","CRTAP","catalyzed by","<-",1
"2505","COL16A1","FBN1","predicted","-",0.98
"2506","COL16A1","FLNA","complex; input","-",1
"2507","COL16A1","FLNB","complex; input","-",1
"2508","COL16A1","FN1","complex","-",1
"2509","COL16A1","FYN","catalyze","->",1
"2510","COL16A1","ITGA1","complex; input","-",1
"2511","COL16A1","ITGA10","complex; input","-",1
"2512","COL16A1","ITGA11","complex; input","-",1
"2513","COL16A1","ITGA2","complex; input","-",1
"2514","COL16A1","ITGA2B","complex; input","-",1
"2515","COL16A1","ITGA3","complex; input","-",1
"2516","COL16A1","ITGA4","complex; input","-",1
"2517","COL16A1","ITGA5","complex; input","-",1
"2518","COL16A1","ITGA6","complex; input","-",1
"2519","COL16A1","ITGA7","complex; input","-",1
"2520","COL16A1","ITGA8","complex; input","-",1
"2521","COL16A1","ITGA9","complex; input","-",1
"2522","COL16A1","ITGAD","complex; input","-",1
"2523","COL16A1","ITGAE","complex; input","-",1
"2524","COL16A1","ITGAL","complex; input","-",1
"2525","COL16A1","ITGAM","complex; input","-",1
"2526","COL16A1","ITGAV","complex; input","-",1
"2527","COL16A1","ITGAX","complex; input","-",1
"2528","COL16A1","ITGB1","complex; input","-",1
"2529","COL16A1","ITGB2","complex; input","-",1
"2530","COL16A1","ITGB3","complex; input","-",1
"2531","COL16A1","ITGB4","complex; input","-",1
"2532","COL16A1","ITGB5","complex; input","-",1
"2533","COL16A1","ITGB6","complex; input","-",1
"2534","COL16A1","ITGB7","complex; input","-",1
"2535","COL16A1","ITGB8","complex; input","-",1
"2536","COL16A1","ITGBL1","complex; input","-",1
"2537","COL16A1","LIMS1","input","-",1
"2538","COL16A1","LIMS2","input","-",1
"2539","COL16A1","MICALL1","complex; input","-",1
"2540","COL16A1","MMP9","catalyzed by","<-",1
"2541","COL16A1","PARVA","input","-",1
"2542","COL16A1","PARVB","input","-",1
"2543","COL16A1","PPIB","catalyzed by","<-",1
"2544","COL16A1","PTK2","catalyzed by; complex; input","<-",1
"2545","COL16A1","PTK2B","catalyzed by; complex; input","<-",1
"2546","COL16A1","PXN","complex; input","-",1
"2547","COL16A1","SERPINH1","complex; input","-",1
"2548","COL16A1","TLN1","complex; input","-",1
"2549","COL16A1","VCL","complex; input","-",1
"2550","COL17A1","LAMC2","complex; input","-",1
"2551","COL17A1","PTK2B","catalyzed by; complex; input","<-",1
"2552","COL18A1","LAMC1","complex; input","-",1
"2553","COL19A1","PTK2B","catalyzed by; complex; input","<-",1
"2554","COL1A1","P4HA2","catalyzed by","<-",1
"2555","COL1A1","PTK2B","catalyzed by; complex; input","<-",1
"2556","COL1A1","RELA","expression regulated by","<-",1
"2557","COL1A1","TLL1","catalyzed by","<-",1
"2558","COL1A2","MMP16","predicted","-",0.64
"2559","COL1A2","P4HA2","catalyzed by","<-",1
"2560","COL1A2","PTK2B","catalyzed by; complex; input","<-",1
"2561","COL1A2","TLL1","catalyzed by","<-",1
"2562","COL24A1","TLL1","catalyzed by","<-",1
"2563","COL27A1","TLL1","catalyzed by","<-",1
"2564","COL2A1","PTK2B","catalyzed by; complex; input","<-",1
"2565","COL2A1","TLL1","catalyzed by","<-",1
"2566","COL3A1","P4HA2","catalyzed by","<-",1
"2567","COL3A1","PTK2B","catalyzed by; complex; input","<-",1
"2568","COL3A1","TLL1","catalyzed by","<-",1
"2569","COL4A1","LAMC1","predicted","-",0.59
"2570","COL4A1","PTK2B","catalyzed by; complex; input","<-",1
"2571","COL4A2","PTK2B","catalyzed by; complex; input","<-",1
"2572","COL4A3","PTK2B","catalyzed by; complex; input","<-",1
"2573","COL4A4","PTK2B","catalyzed by; complex; input","<-",1
"2574","COL4A5","PTK2B","catalyzed by; complex; input","<-",1
"2575","COL4A6","PTK2B","catalyzed by; complex; input","<-",1
"2576","COL5A1","PTK2B","catalyzed by; complex; input","<-",1
"2577","COL5A1","TLL1","catalyzed by","<-",1
"2578","COL5A2","PTK2B","catalyzed by; complex; input","<-",1
"2579","COL5A2","TLL1","catalyzed by","<-",1
"2580","COL5A3","PTK2B","catalyzed by; complex; input","<-",1
"2581","COL5A3","TLL1","catalyzed by","<-",1
"2582","COL6A1","LAMC1","predicted","-",0.98
"2583","COL6A1","PTK2B","catalyzed by; complex; input","<-",1
"2584","COL6A2","PTK2B","catalyzed by; complex; input","<-",1
"2585","COL6A3","LAMC1","predicted","-",0.98
"2586","COL6A3","PTK2B","catalyzed by; complex; input","<-",1
"2587","COL7A1","PTK2B","catalyzed by; complex; input","<-",1
"2588","COL7A1","TLL1","catalyzed by","<-",1
"2589","COL8A1","PTK2B","catalyzed by; complex; input","<-",1
"2590","COL8A2","PTK2B","catalyzed by; complex; input","<-",1
"2591","COL9A1","PTK2B","catalyzed by; complex; input","<-",1
"2592","COL9A2","PTK2B","catalyzed by; complex; input","<-",1
"2593","COL9A3","PTK2B","catalyzed by; complex; input","<-",1
"2594","COLEC10","MASP1","complex","-",1
"2595","COLEC11","MASP1","complex","-",1
"2596","COMP","MATN3","complex; input","-",1
"2597","COMT","MYC","expression regulated by","<-",1
"2598","COPA","LMAN1","predicted","-",0.98
"2599","COPB1","LMAN1","predicted","-",0.98
"2600","COPB2","LMAN1","predicted","-",0.64
"2601","COPS5","RPL24","predicted","-",0.64
"2602","COPS5","RPL3","predicted","-",0.64
"2603","COPS5","RPS18","predicted","-",0.64
"2604","CORO1A","RGS19","predicted","-",0.59
"2605","CORT","GNAI1","complex; input","-",1
"2606","COX4I1","VDAC1","predicted","-",0.78
"2607","CPB2","TINAG","predicted","-",0.64
"2608","CPLX1","LIN7A","activated by","<-",1
"2609","CPLX1","PPFIA2","complex; input","-",1
"2610","CPNE1","RELA","predicted","-",0.64
"2611","CPSF1","CPSF2","complex","-",1
"2612","CPSF1","CPSF3","complex; predicted","-",1
"2613","CPSF1","CPSF4","complex","-",1
"2614","CPSF1","CPSF7","catalyzed by; complex; input","<-",1
"2615","CPSF1","CRNKL1","complex; input","-",1
"2616","CPSF1","CSTF1","complex; input","-",1
"2617","CPSF1","CSTF2","activated by; complex; input","<-",1
"2618","CPSF1","CSTF2T","complex; input","-",1
"2619","CPSF1","CSTF3","activated by; complex; input","<-",1
"2620","CPSF1","CTNNBL1","complex; input","-",1
"2621","CPSF1","CWC15","complex; input","-",1
"2622","CPSF1","CWC22","complex; input","-",1
"2623","CPSF1","CWC25","complex; input","-",1
"2624","CPSF1","CWC27","complex; input","-",1
"2625","CPSF1","DDX23","complex; input","-",1
"2626","CPSF1","DDX42","complex; input","-",1
"2627","CPSF1","DDX46","complex; input","-",1
"2628","CPSF1","DDX5","complex; input","-",1
"2629","CPSF1","DHX15","complex; input","-",1
"2630","CPSF1","DHX16","complex; input","-",1
"2631","CPSF1","DHX38","complex; input","-",1
"2632","CPSF1","DHX9","complex; input","-",1
"2633","CPSF1","DNAJC8","complex; input","-",1
"2634","CPSF1","EFTUD2","complex; input","-",1
"2635","CPSF1","EIF4A3","complex; input","-",1
"2636","CPSF1","ELAVL1","complex; input","-",1
"2637","CPSF1","ELAVL2","complex; input","-",1
"2638","CPSF1","FIP1L1","complex","-",1
"2639","CPSF1","FUS","complex; input","-",1
"2640","CPSF1","GPKOW","complex; input","-",1
"2641","CPSF1","GTF2F1","complex; input","-",1
"2642","CPSF1","GTF2F2","complex; input","-",1
"2643","CPSF1","HNRNPA0","complex; input","-",1
"2644","CPSF1","HNRNPA1","complex; input","-",1
"2645","CPSF1","HNRNPA2B1","complex; input","-",1
"2646","CPSF1","HNRNPA3","complex; input","-",1
"2647","CPSF1","HNRNPC","complex; input","-",1
"2648","CPSF1","HNRNPD","complex; input","-",1
"2649","CPSF1","HNRNPF","complex; input","-",1
"2650","CPSF1","HNRNPH1","complex; input","-",1
"2651","CPSF1","HNRNPH2","complex; input","-",1
"2652","CPSF1","HNRNPK","complex; input","-",1
"2653","CPSF1","HNRNPL","complex; input","-",1
"2654","CPSF1","HNRNPM","complex; input","-",1
"2655","CPSF1","HNRNPR","complex; input","-",1
"2656","CPSF1","HNRNPU","complex; input","-",1
"2657","CPSF1","HNRNPUL1","complex; input","-",1
"2658","CPSF1","HSPA8","complex; input","-",1
"2659","CPSF1","ISY1","complex; input","-",1
"2660","CPSF1","LSM2","complex; input","-",1
"2661","CPSF1","LSM3","input","-",1
"2662","CPSF1","LSM4","input","-",1
"2663","CPSF1","LSM5","input","-",1
"2664","CPSF1","LSM6","input","-",1
"2665","CPSF1","LSM7","input","-",1
"2666","CPSF1","MAGOH","complex; input","-",1
"2667","CPSF1","MAGOHB","complex; input","-",1
"2668","CPSF1","NCBP1","complex; input","-",1
"2669","CPSF1","NCBP2","complex; input","-",1
"2670","CPSF1","NUDT21","catalyzed by; complex; input","<-",1
"2671","CPSF1","NUP107","activated by","<-",1
"2672","CPSF1","NUP133","activated by","<-",1
"2673","CPSF1","NUP153","activated by","<-",1
"2674","CPSF1","NUP155","activated by","<-",1
"2675","CPSF1","NUP160","activated by","<-",1
"2676","CPSF1","NUP188","activated by","<-",1
"2677","CPSF1","NUP205","activated by","<-",1
"2678","CPSF1","NUP210","activated by","<-",1
"2679","CPSF1","NUP214","activated by","<-",1
"2680","CPSF1","NUP35","activated by","<-",1
"2681","CPSF1","NUP37","activated by","<-",1
"2682","CPSF1","NUP43","activated by","<-",1
"2683","CPSF1","NUP50","activated by","<-",1
"2684","CPSF1","NUP54","activated by","<-",1
"2685","CPSF1","NUP62","activated by","<-",1
"2686","CPSF1","NUP85","activated by","<-",1
"2687","CPSF1","NUP88","activated by","<-",1
"2688","CPSF1","NUP93","activated by","<-",1
"2689","CPSF1","NUP98","activated by","<-",1
"2690","CPSF1","NXF1","input","-",1
"2691","CPSF1","PABPN1","complex; input","-",1
"2692","CPSF1","PAPOLA","catalyzed by; complex; input","<-",1
"2693","CPSF1","PCBP1","complex; input","-",1
"2694","CPSF1","PCBP2","complex; input","-",1
"2695","CPSF1","PCF11","catalyzed by; complex; input","<-",1
"2696","CPSF1","PHF5A","complex; input","-",1
"2697","CPSF1","PLRG1","complex; input","-",1
"2698","CPSF1","POLDIP3","complex; input","-",1
"2699","CPSF1","POLR2A","complex; input","-",1
"2700","CPSF1","POLR2B","complex; input","-",1
"2701","CPSF1","POLR2C","complex; input","-",1
"2702","CPSF1","POLR2D","complex; input","-",1
"2703","CPSF1","POLR2E","complex; input","-",1
"2704","CPSF1","POLR2F","complex; input","-",1
"2705","CPSF1","POLR2G","complex; input","-",1
"2706","CPSF1","POLR2H","complex; input","-",1
"2707","CPSF1","POLR2I","complex; input","-",1
"2708","CPSF1","POLR2J","complex; input","-",1
"2709","CPSF1","POLR2K","complex; input","-",1
"2710","CPSF1","POLR2L","complex; input","-",1
"2711","CPSF1","POM121","activated by","<-",1
"2712","CPSF1","POM121C","activated by","<-",1
"2713","CPSF1","PPIE","complex; input","-",1
"2714","CPSF1","PPIH","input","-",1
"2715","CPSF1","PPIL1","complex; input","-",1
"2716","CPSF1","PPP1CA","PPrel: binding/association","-",1
"2717","CPSF1","PPP1CB","PPrel: binding/association","-",1
"2718","CPSF1","PPP1CC","PPrel: binding/association","-",1
"2719","CPSF1","PPWD1","complex; input","-",1
"2720","CPSF1","PQBP1","complex; input","-",1
"2721","CPSF1","PRCC","complex; input","-",1
"2722","CPSF1","PRPF19","complex; input","-",1
"2723","CPSF1","PRPF3","input","-",1
"2724","CPSF1","PRPF31","input","-",1
"2725","CPSF1","PRPF38A","input","-",1
"2726","CPSF1","PRPF4","input","-",1
"2727","CPSF1","PRPF6","complex; input","-",1
"2728","CPSF1","PRPF8","complex; input","-",1
"2729","CPSF1","PTBP1","complex; input","-",1
"2730","CPSF1","PUF60","complex; input","-",1
"2731","CPSF1","RAE1","activated by","<-",1
"2732","CPSF1","RANBP2","activated by","<-",1
"2733","CPSF1","RBM17","complex; input","-",1
"2734","CPSF1","RBM22","complex; input","-",1
"2735","CPSF1","RBM5","complex; input","-",1
"2736","CPSF1","RBM8A","complex; input","-",1
"2737","CPSF1","RBMX","complex; input","-",1
"2738","CPSF1","RNPS1","complex; input","-",1
"2739","CPSF1","SARNP","complex; input","-",1
"2740","CPSF1","SART1","input","-",1
"2741","CPSF1","SEC13","activated by","<-",1
"2742","CPSF1","SEH1L","activated by","<-",1
"2743","CPSF1","SF3A1","complex; input","-",1
"2744","CPSF1","SF3A2","complex; input","-",1
"2745","CPSF1","SF3A3","complex; input","-",1
"2746","CPSF1","SF3B1","complex; input; predicted","-",1
"2747","CPSF1","SF3B2","complex; input","-",1
"2748","CPSF1","SF3B3","complex; input","-",1
"2749","CPSF1","SF3B4","complex; input","-",1
"2750","CPSF1","SF3B5","complex; input","-",1
"2751","CPSF1","SLU7","complex; input","-",1
"2752","CPSF1","SMNDC1","complex; input","-",1
"2753","CPSF1","SNRNP200","complex; input","-",1
"2754","CPSF1","SNRNP27","input","-",1
"2755","CPSF1","SNRNP40","complex; input","-",1
"2756","CPSF1","SNRNP70","input","-",1
"2757","CPSF1","SNRPA","input","-",1
"2758","CPSF1","SNRPA1","complex; input","-",1
"2759","CPSF1","SNRPB","complex; input","-",1
"2760","CPSF1","SNRPB2","complex; input","-",1
"2761","CPSF1","SNRPC","input","-",1
"2762","CPSF1","SNRPD1","complex; input","-",1
"2763","CPSF1","SNRPD2","complex; input","-",1
"2764","CPSF1","SNRPD3","complex; input","-",1
"2765","CPSF1","SNRPE","complex; input","-",1
"2766","CPSF1","SNRPF","complex; input","-",1
"2767","CPSF1","SNRPG","complex; input","-",1
"2768","CPSF1","SNRPN","complex; input","-",1
"2769","CPSF1","SNW1","complex; input; predicted","-",1
"2770","CPSF1","SRRM1","complex; input","-",1
"2771","CPSF1","SRRM2","complex; input","-",1
"2772","CPSF1","SRRT","complex; input","-",1
"2773","CPSF1","SSU72","PPrel: binding/association","-",1
"2774","CPSF1","SYF2","complex; input","-",1
"2775","CPSF1","SYMPK","complex","-",1
"2776","CPSF1","TAF5","predicted","-",1
"2777","CPSF1","TAF5L","predicted","-",0.66
"2778","CPSF1","THOC1","complex; input","-",1
"2779","CPSF1","THOC2","complex; input","-",1
"2780","CPSF1","THOC3","complex; input","-",1
"2781","CPSF1","THOC5","complex; input","-",1
"2782","CPSF1","THOC6","complex; input","-",1
"2783","CPSF1","THOC7","complex; input","-",1
"2784","CPSF1","TPR","activated by","<-",1
"2785","CPSF1","TRA2B","complex; input","-",1
"2786","CPSF1","TRIM28","predicted","-",0.59
"2787","CPSF1","TSEN15","complex","-",1
"2788","CPSF1","TSEN2","complex","-",1
"2789","CPSF1","TSEN34","complex","-",1
"2790","CPSF1","TSEN54","complex","-",1
"2791","CPSF1","TUT1","predicted","-",0.64
"2792","CPSF1","TXNL4A","complex; input","-",1
"2793","CPSF1","U2AF1L4","complex; input","-",1
"2794","CPSF1","U2AF2","complex; input","-",1
"2795","CPSF1","UPF3B","complex; input","-",1
"2796","CPSF1","USP39","input","-",1
"2797","CPSF1","WBP11","complex; input","-",1
"2798","CPSF1","WBP4","input","-",1
"2799","CPSF1","WDR33","PPrel: binding/association; complex","-",1
"2800","CPSF1","WDR82","PPrel: binding/association","-",1
"2801","CPSF1","XAB2","complex; input","-",1
"2802","CPSF1","YBX1","complex; input","-",1
"2803","CPSF1","ZC3H11A","complex; input","-",1
"2804","CREB1","CYP17A1","GErel: expression","->",1
"2805","CREB1","DCC","predicted","-",0.64
"2806","CREB1","ETV3","expression regulates","->",1
"2807","CREB1","G6PC2","GErel: expression","->",1
"2808","CREB1","ID1","predicted","-",0.64
"2809","CREB1","ID2","expression regulates","->",1
"2810","CREB1","MAPK11","PPrel: activated, indirect effect; activated by","<-",1
"2811","CREB1","MYC","activate; inhibited by","|->",1
"2812","CREB1","NOS2","predicted","-",0.54
"2813","CREB3","CYP17A1","GErel: expression","->",1
"2814","CREB3","G6PC2","GErel: expression","->",1
"2815","CREB3","MAPK11","PPrel: activated, indirect effect","<-",1
"2816","CREB3L1","CYP17A1","GErel: expression","->",1
"2817","CREB3L1","G6PC2","GErel: expression","->",1
"2818","CREB3L1","MAPK11","PPrel: activated, indirect effect","<-",1
"2819","CREB3L2","CYP17A1","GErel: expression","->",1
"2820","CREB3L2","G6PC2","GErel: expression","->",1
"2821","CREB3L2","MAPK11","PPrel: activated, indirect effect","<-",1
"2822","CREB3L3","CYP17A1","GErel: expression","->",1
"2823","CREB3L3","G6PC2","GErel: expression","->",1
"2824","CREB3L3","MAPK11","PPrel: activated, indirect effect","<-",1
"2825","CREB3L4","CYP17A1","GErel: expression","->",1
