"source"	"target"	"Annotation"	"Direction"	"Score"
"CD59"	"TRAPPC10"	"complex; input"	"-"	1
"CD59"	"TRAPPC2B"	"complex; reaction"	"-"	1
"CD59"	"TRAPPC2L"	"complex; input"	"-"	1
"CD59"	"TRAPPC3"	"complex; input"	"-"	1
"CD59"	"TRAPPC4"	"complex; input"	"-"	1
"CD59"	"TRAPPC5"	"complex; input"	"-"	1
"CD59"	"TRAPPC6A"	"complex; input"	"-"	1
"CD59"	"TRAPPC6B"	"complex; input"	"-"	1
"CD59"	"TRAPPC9"	"complex; input"	"-"	1
"CD59"	"USO1"	"complex; input"	"-"	1
"CD59"	"YKT6"	"complex; input"	"-"	1
"CD74"	"HLA-DPA1"	"PPrel: binding/association; complex; input"	"-"	1
"CD74"	"HLA-DRB5"	"PPrel: binding/association; complex; input"	"-"	1
"CD79A"	"JAK2"	"complex; input; reaction"	"-"	1
"CD79A"	"POU2F2"	"expression regulated by"	"<-"	1
"CD79A"	"PTEN"	"activate"	"->"	1
"CD79B"	"JAK2"	"complex; input; reaction"	"-"	1
"CD79B"	"POU2F2"	"expression regulated by"	"<-"	1
"CD79B"	"PTEN"	"activate"	"->"	1
"CD80"	"JAK2"	"reaction"	"-"	1
"CD80"	"SRC"	"catalyzed by; complex; input"	"<-"	1
"CD83"	"SP3"	"expression regulated by"	"<-"	1
"CD86"	"SRC"	"catalyzed by; complex; input"	"<-"	1
"CD8A"	"JAK2"	"activate; inhibited by"	"|->"	1
"CD8B"	"JAK2"	"activate; inhibited by"	"|->"	1
"CD95"	"MAP2K4"	"activate"	"->"	1
"CD97"	"SRC"	"predicted"	"-"	0.64
"CDC16"	"CDKN1B"	"inhibited by"	"|-"	1
"CDC16"	"MAD1L1"	"PPrel: inhibited by, phosphorylated by"	"|-"	1
"CDC2"	"PPP2R5E"	"predicted"	"-"	0.66
"CDC20"	"MAD1L1"	"complex; input"	"-"	1
"CDC23"	"CDKN1B"	"inhibited by"	"|-"	1
"CDC23"	"MAD1L1"	"PPrel: inhibited by, phosphorylated by"	"|-"	1
"CDC25B"	"JAK2"	"reaction"	"-"	1
"CDC25C"	"PRKACB"	"PPrel: inhibited by, phosphorylated by"	"|-"	1
"CDC26"	"CDKN1B"	"inhibited by"	"|-"	1
"CDC26"	"MAD1L1"	"PPrel: inhibited by, phosphorylated by"	"|-"	1
"CDC27"	"CDKN1B"	"inhibited by"	"|-"	1
"CDC27"	"MAD1L1"	"PPrel: inhibited by, phosphorylated by"	"|-"	1
"CDC27"	"PTEN"	"predicted"	"-"	0.77
"CDC34"	"CDKN1B"	"predicted"	"-"	0.64
"CDC40"	"NCBP2"	"complex; input"	"-"	1
"CDC40"	"NUP205"	"activated by; input"	"<-"	1
"CDC40"	"SLU7"	"complex; input"	"-"	1
"CDC42"	"JAK2"	"activated by"	"<-"	1
"CDC42"	"MAD1L1"	"complex; input; reaction"	"-"	1
"CDC42"	"OBSCN"	"catalyzed by"	"<-"	1
"CDC42"	"PTEN"	"PPrel: binding/association"	"-"	1
"CDC42"	"SRC"	"PPrel: activated by; PPrel: indirect effect; catalyzed by; complex; input; reaction"	"<-"	1
"CDC45"	"ORC3"	"complex; input"	"-"	1
"CDC45"	"ORC5"	"complex; input"	"-"	1
"CDC5L"	"NCBP2"	"complex; input"	"-"	1
"CDC5L"	"SLU7"	"input"	"-"	1
"CDC6"	"ORC3"	"PPrel: binding/association; complex; input; reaction"	"-"	1
"CDC6"	"ORC5"	"PPrel: binding/association; complex; input"	"-"	1
"CDC7"	"ORC3"	"complex; input"	"-"	1
"CDC7"	"ORC5"	"complex; input"	"-"	1
"CDC73"	"GTF2H2"	"complex; input"	"-"	1
"CDC73"	"SUPT6H"	"complex; input"	"-"	1
"CDCA5"	"MAD1L1"	"complex; input"	"-"	1
"CDCA8"	"MAD1L1"	"complex; input"	"-"	1
"CDCA8"	"NUP205"	"catalyzed by"	"<-"	1
"CDH1"	"SRC"	"activate; activated by; catalyzed by"	"<->"	1
"CDH2"	"OBSCN"	"predicted"	"-"	0.54
"CDH5"	"SRC"	"predicted"	"-"	0.64
"CDIPT"	"PTEN"	"ECrel: compound"	"-"	1
"CDK1"	"CDKN1B"	"predicted"	"-"	1
"CDK1"	"CEP135"	"complex"	"-"	1
"CDK1"	"MAD1L1"	"catalyze"	"->"	1
"CDK1"	"MZT2B"	"complex; input"	"-"	1
"CDK1"	"NUP205"	"catalyze"	"->"	1
"CDK1"	"ODF2"	"complex"	"-"	1
"CDK1"	"ORC3"	"complex; input"	"-"	1
"CDK1"	"ORC5"	"complex; input"	"-"	1
"CDK1"	"PPP2R5E"	"predicted"	"-"	0.66
"CDK12"	"GTF2H2"	"complex; input"	"-"	1
"CDK13"	"DYRK1A"	"predicted"	"-"	0.98
"CDK19"	"MED10"	"complex"	"-"	1
"CDK19"	"MED11"	"complex"	"-"	1
"CDK19"	"MED17"	"complex"	"-"	1
"CDK19"	"MED23"	"complex"	"-"	1
"CDK19"	"TGFB1"	"activate; inhibited by"	"|->"	1
"CDK2"	"CDKN1B"	"PPrel: inhibited by; PPrel: inhibition, phosphorylation; activate; catalyzed by; complex; inhibited by; input; predicted; reaction"	"-"	1
"CDK2"	"ORC3"	"catalyze; complex; input"	"->"	1
"CDK2"	"ORC5"	"catalyze; complex; input"	"->"	1
"CDK2"	"RPTOR"	"reaction"	"-"	1
"CDK3"	"CDKN1B"	"predicted"	"-"	1
"CDK3"	"PPP2R5E"	"predicted"	"-"	0.66
"CDK4"	"CDKN1B"	"PPrel: binding/association; PPrel: inhibited by; complex; input"	"|-"	1
"CDK4"	"JAK2"	"activated by; reaction"	"<-"	1
"CDK4"	"MAP2K4"	"activated by; reaction"	"<-"	1
"CDK4"	"MED10"	"reaction"	"-"	1
"CDK4"	"MED11"	"reaction"	"-"	1
"CDK4"	"MED17"	"reaction"	"-"	1
"CDK4"	"MED23"	"reaction"	"-"	1
"CDK4"	"ORC3"	"complex; reaction"	"-"	1
"CDK4"	"PDK2"	"activated by; reaction"	"<-"	1
"CDK4"	"TGFB1"	"complex; reaction"	"-"	1
"CDK5"	"CDKN1B"	"predicted"	"-"	0.98
"CDK5"	"SRC"	"predicted"	"-"	0.64
"CDK5R1"	"CSNK1G2"	"predicted"	"-"	0.92
"CDK5RAP2"	"CEP135"	"complex"	"-"	1
"CDK5RAP2"	"MZT2B"	"complex; input"	"-"	1
"CDK5RAP2"	"ODF2"	"complex"	"-"	1
"CDK6"	"CDKN1B"	"PPrel: binding/association; PPrel: inhibited by; activated by; complex; input"	"-"	1
"CDK6"	"CSNK1G2"	"predicted"	"-"	0.92
"CDK7"	"CDKN1B"	"catalyze"	"->"	1
"CDK7"	"GTF2H2"	"catalyze; catalyzed by; complex; input"	"<->"	1
"CDK7"	"NCBP2"	"complex; input"	"-"	1
"CDK7"	"POU2F2"	"complex; input"	"-"	1
"CDK7"	"SUPT6H"	"complex; input"	"-"	1
"CDK7"	"TAF5"	"catalyze; complex; input"	"->"	1
"CDK7"	"XPC"	"complex; input"	"-"	1
"CDK7"	"ZNF143"	"complex; input"	"-"	1
"CDK8"	"MED10"	"complex; input"	"-"	1
"CDK8"	"MED11"	"complex"	"-"	1
"CDK8"	"MED17"	"complex; input"	"-"	1
"CDK8"	"MED23"	"complex; input"	"-"	1
"CDK8"	"TGFB1"	"activate; inhibited by"	"|->"	1
"CDK9"	"GTF2H2"	"complex; input"	"-"	1
"CDK9"	"NCBP2"	"catalyze; complex; input"	"->"	1
"CDK9"	"POU2F2"	"complex; input"	"-"	1
"CDK9"	"SUPT6H"	"complex; input"	"-"	1
"CDK9"	"TAF5"	"complex; input"	"-"	1
"CDK9"	"ZNF143"	"complex; input"	"-"	1
"CDKN1A"	"CDKN1B"	"predicted"	"-"	0.64
"CDKN1A"	"SP3"	"expression regulated by"	"<-"	1
"CDKN1B"	"CEBPA"	"expression regulated by"	"<-"	1
"CDKN1B"	"CHUK"	"predicted"	"-"	0.98
"CDKN1B"	"CIT"	"complex; input; reaction"	"-"	1
"CDKN1B"	"CKS1B"	"complex; input"	"-"	1
"CDKN1B"	"CKS2"	"predicted"	"-"	0.64
"CDKN1B"	"COPS5"	"predicted"	"-"	0.99
"CDKN1B"	"CREB1"	"predicted"	"-"	0.64
"CDKN1B"	"CREBBP"	"GErel: expression by"	"<-"	1
"CDKN1B"	"CUL1"	"PPrel: inhibited by; PPrel: inhibited, ubiquitination; complex; input"	"|-"	1
"CDKN1B"	"CUL4A"	"predicted"	"-"	0.54
"CDKN1B"	"DDB1"	"predicted"	"-"	0.64
"CDKN1B"	"E2F1"	"expression regulated by; inhibit"	"<-|"	1
"CDKN1B"	"E2F2"	"inhibit"	"-|"	1
"CDKN1B"	"E2F3"	"inhibite"	"-|"	1
"CDKN1B"	"E2F4"	"catalyze"	"->"	1
"CDKN1B"	"E2F5"	"catalyze"	"->"	1
"CDKN1B"	"EGR1"	"predicted"	"-"	0.64
"CDKN1B"	"EP300"	"GErel: expression by"	"<-"	1
"CDKN1B"	"ETS1"	"expression regulated by"	"<-"	1
"CDKN1B"	"FBXO7"	"predicted"	"-"	0.64
"CDKN1B"	"FOXO1"	"GErel: expression by; inhibit"	"<-|"	1
"CDKN1B"	"FOXO3"	"GErel: expression by"	"<-"	1
"CDKN1B"	"FOXO4"	"GErel: expression by"	"<-"	1
"CDKN1B"	"FOXO6"	"GErel: expression by"	"<-"	1
"CDKN1B"	"FZR1"	"inhibit"	"-|"	1
"CDKN1B"	"HIF1A"	"GErel: expression by"	"<-"	1
"CDKN1B"	"HSPA8"	"predicted"	"-"	0.64
"CDKN1B"	"IFNG"	"reaction"	"-"	1
"CDKN1B"	"IRF1"	"reaction"	"-"	1
"CDKN1B"	"ITGAV"	"activated by"	"<-"	1
"CDKN1B"	"ITGB3"	"activated by"	"<-"	1
"CDKN1B"	"JAK2"	"predicted"	"-"	0.99
"CDKN1B"	"KAT2B"	"predicted"	"-"	0.64
"CDKN1B"	"KMT2A"	"GErel: expression by"	"<-"	1
"CDKN1B"	"KMT2D"	"GErel: expression by"	"<-"	1
"CDKN1B"	"KPNA1"	"complex; input"	"-"	1
"CDKN1B"	"LYN"	"predicted"	"-"	0.64
"CDKN1B"	"MAPK1"	"activated by"	"<-"	1
"CDKN1B"	"MCM7"	"predicted"	"-"	0.99
"CDKN1B"	"MEN1"	"GErel: expression by"	"<-"	1
"CDKN1B"	"MLL2"	"GErel: expression by"	"<-"	1
"CDKN1B"	"MNAT1"	"catalyzed by"	"<-"	1
"CDKN1B"	"NUP50"	"predicted"	"-"	0.77
"CDKN1B"	"PIM1"	"predicted"	"-"	0.98
"CDKN1B"	"PIN1"	"predicted"	"-"	0.64
"CDKN1B"	"PPP2CA"	"predicted"	"-"	0.65
"CDKN1B"	"PSMA1"	"catalyzed by"	"<-"	1
"CDKN1B"	"PSMA2"	"catalyzed by"	"<-"	1
"CDKN1B"	"PSMA3"	"catalyzed by"	"<-"	1
"CDKN1B"	"PSMA4"	"catalyzed by"	"<-"	1
"CDKN1B"	"PSMA5"	"catalyzed by"	"<-"	1
"CDKN1B"	"PSMA6"	"catalyzed by"	"<-"	1
"CDKN1B"	"PSMA7"	"catalyzed by"	"<-"	1
"CDKN1B"	"PSMB1"	"catalyzed by"	"<-"	1
"CDKN1B"	"PSMB10"	"catalyzed by"	"<-"	1
"CDKN1B"	"PSMB2"	"catalyzed by"	"<-"	1
"CDKN1B"	"PSMB3"	"catalyzed by"	"<-"	1
"CDKN1B"	"PSMB4"	"catalyzed by"	"<-"	1
"CDKN1B"	"PSMB5"	"catalyzed by"	"<-"	1
"CDKN1B"	"PSMB6"	"catalyzed by"	"<-"	1
"CDKN1B"	"PSMB7"	"catalyzed by"	"<-"	1
"CDKN1B"	"PSMB8"	"catalyzed by"	"<-"	1
"CDKN1B"	"PSMB9"	"catalyzed by"	"<-"	1
"CDKN1B"	"PSMC1"	"catalyzed by"	"<-"	1
"CDKN1B"	"PSMC2"	"catalyzed by"	"<-"	1
"CDKN1B"	"PSMC3"	"catalyzed by"	"<-"	1
"CDKN1B"	"PSMC4"	"catalyzed by"	"<-"	1
"CDKN1B"	"PSMC5"	"catalyzed by"	"<-"	1
"CDKN1B"	"PSMC6"	"catalyzed by"	"<-"	1
"CDKN1B"	"PSMD1"	"catalyzed by"	"<-"	1
"CDKN1B"	"PSMD10"	"catalyzed by"	"<-"	1
"CDKN1B"	"PSMD11"	"catalyzed by"	"<-"	1
"CDKN1B"	"PSMD12"	"catalyzed by"	"<-"	1
"CDKN1B"	"PSMD13"	"catalyzed by"	"<-"	1
"CDKN1B"	"PSMD14"	"catalyzed by"	"<-"	1
"CDKN1B"	"PSMD2"	"catalyzed by"	"<-"	1
"CDKN1B"	"PSMD3"	"catalyzed by"	"<-"	1
"CDKN1B"	"PSMD4"	"catalyzed by"	"<-"	1
"CDKN1B"	"PSMD5"	"catalyzed by"	"<-"	1
"CDKN1B"	"PSMD6"	"catalyzed by"	"<-"	1
"CDKN1B"	"PSMD7"	"catalyzed by"	"<-"	1
"CDKN1B"	"PSMD8"	"catalyzed by"	"<-"	1
"CDKN1B"	"PSMD9"	"catalyzed by"	"<-"	1
"CDKN1B"	"PSME1"	"catalyzed by"	"<-"	1
"CDKN1B"	"PSME2"	"catalyzed by"	"<-"	1
"CDKN1B"	"PSME3"	"catalyzed by"	"<-"	1
"CDKN1B"	"PSMF1"	"catalyzed by"	"<-"	1
"CDKN1B"	"PTGES3"	"inhibit"	"-|"	1
"CDKN1B"	"PTK6"	"complex; input"	"-"	1
"CDKN1B"	"PTPN6"	"predicted"	"-"	0.64
"CDKN1B"	"RAC1"	"inhibit"	"-|"	1
"CDKN1B"	"RB1"	"catalyze; inhibite; input"	"-"	1
"CDKN1B"	"RBBP5"	"GErel: expression by"	"<-"	1
"CDKN1B"	"RBL1"	"catalyze"	"->"	1
"CDKN1B"	"RBL2"	"catalyze"	"->"	1
"CDKN1B"	"RBX1"	"PPrel: inhibited by; PPrel: inhibited, ubiquitination"	"|-"	1
"CDKN1B"	"RHOA"	"activated by; inhibit"	"<-|"	1
"CDKN1B"	"RHOB"	"inhibit"	"-|"	1
"CDKN1B"	"RHOC"	"inhibite"	"-|"	1
"CDKN1B"	"RNF123"	"predicted"	"-"	0.77
"CDKN1B"	"RPS27A"	"catalyze; complex; input"	"->"	1
"CDKN1B"	"RPS6KA1"	"predicted"	"-"	0.64
"CDKN1B"	"SEM1"	"catalyzed by"	"<-"	1
"CDKN1B"	"SFN"	"complex; input"	"-"	1
"CDKN1B"	"SKP1"	"PPrel: inhibited by; PPrel: inhibited, ubiquitination; complex; input"	"|-"	1
"CDKN1B"	"SKP2"	"PPrel: inhibited by; PPrel: inhibited, ubiquitination; complex; input"	"|-"	1
"CDKN1B"	"SPDYA"	"predicted"	"-"	0.64
"CDKN1B"	"SRC"	"predicted"	"-"	0.64
"CDKN1B"	"STMN1"	"predicted"	"-"	0.77
"CDKN1B"	"TERT"	"inhibite"	"-|"	1
"CDKN1B"	"TFDP1"	"catalyze; inhibit"	"-"	1
"CDKN1B"	"TFDP2"	"catalyze; inhibit"	"-"	1
"CDKN1B"	"TP53"	"GErel: expression by; PPrel: activated by"	"<-"	1
"CDKN1B"	"TSC2"	"predicted"	"-"	0.99
"CDKN1B"	"UBA52"	"catalyze; complex; input"	"->"	1
"CDKN1B"	"UBB"	"catalyze; complex; input"	"->"	1
"CDKN1B"	"UBC"	"catalyze; complex; input"	"->"	1
"CDKN1B"	"UBE2B"	"predicted"	"-"	0.64
"CDKN1B"	"UBE2C"	"inhibite"	"-|"	1
"CDKN1B"	"UBE2D1"	"inhibit"	"-|"	1
"CDKN1B"	"UBE2E1"	"inhibit"	"-|"	1
"CDKN1B"	"UHMK1"	"catalyzed by"	"<-"	1
"CDKN1B"	"VCP"	"predicted"	"-"	0.64
"CDKN1B"	"VTN"	"activated by"	"<-"	1
"CDKN1B"	"WDR5"	"GErel: expression by"	"<-"	1
"CDKN1B"	"WDR5B"	"GErel: expression by"	"<-"	1
"CDKN1B"	"XPO1"	"activated by"	"<-"	1
"CDKN1B"	"YWHAB"	"complex; input"	"-"	1
"CDKN1B"	"YWHAE"	"complex; input"	"-"	1
"CDKN1B"	"YWHAG"	"complex; input"	"-"	1
"CDKN1B"	"YWHAH"	"complex; input"	"-"	1
"CDKN1B"	"YWHAQ"	"complex; input"	"-"	1
"CDKN1B"	"YWHAZ"	"complex; input"	"-"	1
"CDKN2B"	"SP3"	"expression regulated by"	"<-"	1
"CDKN2C"	"PPP2CA"	"predicted"	"-"	0.64
"CDKN2D"	"SP3"	"expression regulated by"	"<-"	1
"CDT1"	"ORC3"	"complex; input"	"-"	1
"CDT1"	"ORC5"	"complex; input"	"-"	1
"CEACAM1"	"FN1"	"activate"	"->"	1
"CEACAM1"	"PXN"	"predicted"	"-"	0.64
"CEACAM1"	"SRC"	"predicted"	"-"	0.64
"CEACAM6"	"FN1"	"activate"	"->"	1
"CEACAM8"	"FN1"	"activate"	"->"	1
"CEBPA"	"FN1"	"expression regulates"	"->"	1
"CEBPA"	"MED10"	"activate; inhibited by; reaction"	"|->"	1
"CEBPA"	"MED11"	"activate; inhibited by; reaction"	"|->"	1
"CEBPA"	"MED17"	"activate; inhibited by; reaction"	"|->"	1
"CEBPA"	"MED23"	"activate; inhibited by; reaction"	"|->"	1
"CEBPA"	"TF"	"expression regulates"	"->"	1
"CEBPA"	"TGFB1"	"activate; expression regulates; inhibited by"	"|->"	1
"CEBPA"	"VPS72"	"predicted"	"-"	0.64
"CEBPB"	"FN1"	"expression regulates"	"->"	1
"CEBPB"	"GTF2H2"	"expression regulates"	"->"	1
"CEBPB"	"HP"	"expression regulates"	"->"	1
"CEBPB"	"MED10"	"reaction"	"-"	1
"CEBPB"	"MED11"	"reaction"	"-"	1
"CEBPB"	"MED17"	"reaction"	"-"	1
"CEBPB"	"MED23"	"reaction"	"-"	1
"CEBPB"	"PPP2CA"	"expression regulates"	"->"	1
"CEBPB"	"SERPINA1"	"expression regulates"	"->"	1
"CEBPB"	"SP3"	"predicted"	"-"	0.64
"CEBPB"	"TF"	"expression regulates"	"->"	1
"CEBPB"	"TGFB1"	"activate; expression regulates; inhibited by"	"|->"	1
"CEBPD"	"TGFB1"	"activate; inhibited by"	"|->"	1
"CELA1"	"SERPINA1"	"predicted"	"-"	0.77
"CELSR2"	"SRC"	"predicted"	"-"	0.64
"CENPA"	"MAD1L1"	"complex; input"	"-"	1
"CENPC"	"MAD1L1"	"complex; input"	"-"	1
"CENPC"	"PTEN"	"predicted"	"-"	0.77
"CENPE"	"HLA-DPA1"	"input"	"-"	1
"CENPE"	"HLA-DRB5"	"input"	"-"	1
"CENPE"	"KDELR1"	"complex; input"	"-"	1
"CENPE"	"MAD1L1"	"complex; input"	"-"	1
"CENPF"	"MAD1L1"	"complex; input"	"-"	1
"CENPH"	"MAD1L1"	"complex; input"	"-"	1
"CENPI"	"MAD1L1"	"complex; input"	"-"	1
"CENPJ"	"CEP135"	"complex"	"-"	1
"CENPJ"	"MZT2B"	"complex; input"	"-"	1
"CENPJ"	"ODF2"	"complex"	"-"	1
"CENPK"	"MAD1L1"	"complex; input"	"-"	1
"CENPL"	"MAD1L1"	"complex; input"	"-"	1
"CENPM"	"MAD1L1"	"complex; input"	"-"	1
"CENPN"	"MAD1L1"	"complex; input"	"-"	1
"CENPO"	"MAD1L1"	"complex; input"	"-"	1
"CENPP"	"MAD1L1"	"complex; input"	"-"	1
"CENPQ"	"MAD1L1"	"complex; input"	"-"	1
"CENPS"	"MAD1L1"	"complex; input"	"-"	1
"CENPT"	"MAD1L1"	"complex; input"	"-"	1
"CENPU"	"MAD1L1"	"complex; input"	"-"	1
"CENPV"	"SRC"	"predicted"	"-"	0.64
"CEP131"	"CEP135"	"complex"	"-"	1
"CEP131"	"MZT2B"	"complex; input"	"-"	1
"CEP131"	"ODF2"	"complex"	"-"	1
"CEP135"	"CEP152"	"complex"	"-"	1
"CEP135"	"CEP162"	"complex"	"-"	1
"CEP135"	"CEP164"	"complex; input"	"-"	1
"CEP135"	"CEP192"	"complex"	"-"	1
"CEP135"	"CEP250"	"complex"	"-"	1
"CEP135"	"CEP290"	"complex"	"-"	1
"CEP135"	"CEP295"	"predicted"	"-"	0.64
"CEP135"	"CEP41"	"complex"	"-"	1
"CEP135"	"CEP57"	"complex"	"-"	1
"CEP135"	"CEP63"	"complex"	"-"	1
"CEP135"	"CEP70"	"complex"	"-"	1
"CEP135"	"CEP72"	"complex"	"-"	1
"CEP135"	"CEP76"	"complex"	"-"	1
"CEP135"	"CEP78"	"complex"	"-"	1
"CEP135"	"CEP83"	"complex; input"	"-"	1
"CEP135"	"CEP89"	"complex; input"	"-"	1
"CEP135"	"CEP97"	"complex"	"-"	1
"CEP135"	"CETN2"	"complex"	"-"	1
"CEP135"	"CKAP5"	"complex"	"-"	1
"CEP135"	"CLASP1"	"complex"	"-"	1
"CEP135"	"CNTRL"	"complex"	"-"	1
"CEP135"	"CSNK1D"	"complex"	"-"	1
"CEP135"	"CSNK1E"	"complex"	"-"	1
"CEP135"	"DCTN1"	"complex"	"-"	1
"CEP135"	"DCTN2"	"complex"	"-"	1
"CEP135"	"DCTN3"	"complex"	"-"	1
"CEP135"	"DYNC1H1"	"complex"	"-"	1
"CEP135"	"DYNC1I2"	"complex"	"-"	1
"CEP135"	"DYNLL1"	"complex"	"-"	1
"CEP135"	"FBF1"	"complex; input"	"-"	1
"CEP135"	"FGFR1OP"	"complex"	"-"	1
"CEP135"	"HAUS1"	"complex"	"-"	1
"CEP135"	"HAUS2"	"complex"	"-"	1
"CEP135"	"HAUS3"	"complex"	"-"	1
"CEP135"	"HAUS4"	"complex"	"-"	1
"CEP135"	"HAUS5"	"complex"	"-"	1
"CEP135"	"HAUS6"	"complex"	"-"	1
"CEP135"	"HAUS7"	"complex"	"-"	1
"CEP135"	"HAUS8"	"complex"	"-"	1
"CEP135"	"HMMR"	"complex; input"	"-"	1
"CEP135"	"HSP90AA1"	"complex"	"-"	1
"CEP135"	"IQCB1"	"complex"	"-"	1
"CEP135"	"KIAA0753"	"predicted"	"-"	0.64
"CEP135"	"KIF24"	"complex"	"-"	1
"CEP135"	"MAPRE1"	"complex"	"-"	1
"CEP135"	"MARK4"	"complex; input"	"-"	1
"CEP135"	"MKS1"	"complex; input"	"-"	1
"CEP135"	"MZT1"	"complex; input"	"-"	1
"CEP135"	"MZT2A"	"complex; input"	"-"	1
"CEP135"	"MZT2B"	"complex; input"	"-"	1
"CEP135"	"NDE1"	"complex"	"-"	1
"CEP135"	"NEDD1"	"complex; input"	"-"	1
"CEP135"	"NEK2"	"complex"	"-"	1
"CEP135"	"NINL"	"complex"	"-"	1
"CEP135"	"NME7"	"complex; input"	"-"	1
"CEP135"	"NPHP1"	"complex; input"	"-"	1
"CEP135"	"NPHP4"	"complex; input"	"-"	1
"CEP135"	"NUMA1"	"complex; input"	"-"	1
"CEP135"	"ODF2"	"complex"	"-"	1
"CEP135"	"OFD1"	"complex"	"-"	1
"CEP135"	"PAFAH1B1"	"complex"	"-"	1
"CEP135"	"PCM1"	"complex"	"-"	1
"CEP135"	"PCNT"	"complex"	"-"	1
"CEP135"	"PLK1"	"catalyzed by; complex; input"	"<-"	1
"CEP135"	"PLK4"	"complex"	"-"	1
"CEP135"	"PPP2R1A"	"complex"	"-"	1
"CEP135"	"PRKACA"	"complex"	"-"	1
"CEP135"	"PRKAR2B"	"complex"	"-"	1
"CEP135"	"RAB11A"	"complex; input"	"-"	1
"CEP135"	"RAB3IP"	"complex; input"	"-"	1
"CEP135"	"RAB8A"	"catalyze"	"->"	1
"CEP135"	"RPGRIP1L"	"complex; input"	"-"	1
"CEP135"	"SASS6"	"predicted"	"-"	0.64
"CEP135"	"SCLT1"	"complex; input"	"-"	1
"CEP135"	"SDCCAG8"	"complex"	"-"	1
"CEP135"	"SEPTIN2"	"activated by"	"<-"	1
"CEP135"	"SFI1"	"complex"	"-"	1
"CEP135"	"SSNA1"	"complex"	"-"	1
"CEP135"	"TCTN1"	"complex; input"	"-"	1
"CEP135"	"TCTN2"	"complex; input"	"-"	1
"CEP135"	"TCTN3"	"complex; input"	"-"	1
"CEP135"	"TMEM216"	"complex; input"	"-"	1
"CEP135"	"TMEM67"	"complex; input"	"-"	1
"CEP135"	"TPX2"	"complex; input"	"-"	1
"CEP135"	"TTBK2"	"complex; input"	"-"	1
"CEP135"	"TUBA1A"	"complex"	"-"	1
"CEP135"	"TUBA4A"	"complex"	"-"	1
"CEP135"	"TUBB"	"complex"	"-"	1
"CEP135"	"TUBB4A"	"complex"	"-"	1
"CEP135"	"TUBB4B"	"complex"	"-"	1
"CEP135"	"TUBG1"	"complex; input"	"-"	1
"CEP135"	"TUBG2"	"complex; input"	"-"	1
"CEP135"	"TUBGCP2"	"complex; input"	"-"	1
"CEP135"	"TUBGCP3"	"complex; input"	"-"	1
"CEP135"	"TUBGCP4"	"complex; input"	"-"	1
"CEP135"	"TUBGCP5"	"complex; input"	"-"	1
"CEP135"	"TUBGCP6"	"complex; input"	"-"	1
"CEP135"	"WRAP73"	"predicted"	"-"	0.64
"CEP135"	"YWHAE"	"complex"	"-"	1
"CEP135"	"YWHAG"	"complex"	"-"	1
"CEP152"	"MZT2B"	"complex; input"	"-"	1
"CEP152"	"ODF2"	"complex"	"-"	1
"CEP162"	"ODF2"	"complex"	"-"	1
"CEP164"	"MZT2B"	"complex; input"	"-"	1
"CEP164"	"ODF2"	"complex; input"	"-"	1
"CEP192"	"MZT2B"	"complex; input"	"-"	1
"CEP192"	"ODF2"	"complex"	"-"	1
"CEP250"	"MZT2B"	"complex; input"	"-"	1
"CEP250"	"ODF2"	"complex"	"-"	1
"CEP290"	"MZT2B"	"complex; input"	"-"	1
"CEP290"	"ODF2"	"complex"	"-"	1
"CEP41"	"MZT2B"	"complex; input"	"-"	1
"CEP41"	"ODF2"	"complex"	"-"	1
"CEP57"	"MZT2B"	"complex; input"	"-"	1
"CEP57"	"ODF2"	"complex"	"-"	1
"CEP63"	"MZT2B"	"complex; input"	"-"	1
"CEP63"	"ODF2"	"complex"	"-"	1
"CEP70"	"MZT2B"	"complex; input"	"-"	1
"CEP70"	"ODF2"	"complex"	"-"	1
"CEP72"	"MZT2B"	"complex; input"	"-"	1
"CEP72"	"ODF2"	"complex"	"-"	1
"CEP76"	"MZT2B"	"complex; input"	"-"	1
"CEP76"	"ODF2"	"complex"	"-"	1
"CEP78"	"MZT2B"	"complex; input"	"-"	1
"CEP78"	"ODF2"	"complex"	"-"	1
"CEP83"	"ODF2"	"complex; input"	"-"	1
"CEP89"	"ODF2"	"complex; input"	"-"	1
"CEP97"	"ODF2"	"complex"	"-"	1
"CERT"	"CSNK1G2"	"catalyzed by"	"<-"	1
"CETN1"	"VPS37A"	"activated by"	"<-"	1
"CETN2"	"GTF2H2"	"complex; input"	"-"	1
"CETN2"	"MCRS1"	"activated by"	"<-"	1
"CETN2"	"MZT2B"	"complex; input"	"-"	1
"CETN2"	"ODF2"	"complex"	"-"	1
"CETN2"	"PHC3"	"catalyzed by"	"<-"	1
"CETN2"	"XPC"	"complex; input"	"-"	1
"CFL1"	"PTEN"	"predicted"	"-"	0.64
"CFLAR"	"MAP2K4"	"predicted"	"-"	0.64
"CFTR"	"PRKACB"	"PCrel: activated by; PPrel: activated by, phosphorylation"	"<-"	1
"CFTR"	"VPS37A"	"activated by"	"<-"	1
"CGA"	"NFIC"	"expression regulated by"	"<-"	1
"CGN"	"TGFB1"	"complex; input"	"-"	1
"CHAF1A"	"XPC"	"predicted"	"-"	0.64
"CHCHD1"	"MRPL2"	"catalyze; complex; input"	"->"	1
