name	Mutations_of_interest_vs_CD34_diff	Mutations_of_interest_vs_CD34_p.val	ProteinDescriptions
IMPDH1	0.762766769230762	0.000439237400963685	Inosine-5'-monophosphate dehydrogenase 1
IMPDH2	-0.985464820512824	5.24620536517419e-05	Inosine-5'-monophosphate dehydrogenase 2
INIP	-1.75109697435898	3.72222622899967e-08	SOSS complex subunit C
INPP5B	-3.00397733333334	1.95771376412021e-17	Type II inositol 1,4,5-trisphosphate 5-phosphatase
INTS10	0.505901361056225	0.0541751713487284	Integrator complex subunit 10
INTS4	-0.542595435897438	0.0122933742605252	Integrator complex subunit 4
INTS6	-0.367796051282054	0.0837331075315443	Integrator complex subunit 6
INTS7	-1.22554106595478	5.39202317042582e-05	Integrator complex subunit 7
IPO11	-1.16389702564103	1.17082406444107e-06	Importin-11
IPO13	-0.86740722383864	0.00332377206477016	Importin-13
IPO4	-1.5330735897436	0.000157787472692842	Importin-4
IPO5	-0.938000820512833	5.45585946135236e-06	Importin-5
IPO7	-1.14050902564103	4.68675364705358e-07	Importin-7
IPO8	-1.37993076923078	5.62180932600892e-08	Importin-8
IPO9	-1.2171201025641	2.156582837785e-05	Importin-9
IQGAP1	0.691902974358968	0.0424691692734702	Ras GTPase-activating-like protein IQGAP1
IRAK3	-0.653238615384621	0.0491515741952143	Interleukin-1 receptor-associated kinase 3
IRAK4	-1.01739692307693	0.00109229704967866	Interleukin-1 receptor-associated kinase 4
IRF2BP1	-0.73651812730748	0.00979432822912958	Interferon regulatory factor 2-binding protein 1
IRF2BP2	-1.03146589743591	3.37532914746682e-05	Interferon regulatory factor 2-binding protein 2
IRF5	-1.18784938461539	0.00133718072345233	Interferon regulatory factor 5
IRGQ	-0.566905729806818	0.0410602600212787	Immunity-related GTPase family Q protein
ISCA2	-0.641788666666674	0.00441596599088751	Iron-sulfur cluster assembly 2 homolog, mitochondrial
ISG15	-1.21859897435898	0.00442413545994643	Ubiquitin-like protein ISG15
ISG20	1.29366693359572	0.0241196527654566	Interferon-stimulated gene 20 kDa protein
ISOC1	0.663029025641013	0.0269899307748619	Isochorismatase domain-containing protein 1
ISOC2	-2.23735794871796	1.92951141423325e-10	Isochorismatase domain-containing protein 2, mitochondrial
IST1	-0.802654461538467	2.91010241102432e-05	IST1 homolog
ISYNA1	-2.31289482051282	3.02183722367034e-06	Inositol-3-phosphate synthase 1
ITCH	-1.85898037438321	1.35417845183243e-09	E3 ubiquitin-protein ligase Itchy homolog
ITFG3	-0.538321195676843	0.0666115937046213	Protein ITFG3
ITGA4	-0.783651692307687	0.00124600091730518	Integrin alpha-4
ITGB2	1.17661041025641	0.00642188199227489	Integrin beta-2
ITIH2	-2.28634323076923	0.00547981078512309	Inter-alpha-trypsin inhibitor heavy chain H2
ITIH3	-2.30930461538462	0.00156221876424231	Inter-alpha-trypsin inhibitor heavy chain H3
ITPA	-0.562910051282049	0.0620386112923122	Inosine triphosphate pyrophosphatase
ITPK1	-1.73384134577371	6.15200829869567e-05	Inositol-tetrakisphosphate 1-kinase
ITPR1	1.54408317948718	5.9579919349553e-08	Inositol 1,4,5-trisphosphate receptor type 1
ITSN2	-0.790241244502681	0.0130900301590125	Intersectin-2
IVD	-0.726993897435904	0.000462744576513218	Isovaleryl-CoA dehydrogenase, mitochondrial
IWS1	0.495262153846149	0.017937443273813	Protein IWS1 homolog
JAK1	1.21881069797229	8.48436024851896e-06	Tyrosine-protein kinase JAK1
JAK3	-0.913986939363674	0.0161320032324814	Tyrosine-protein kinase JAK3
KARS	-0.35271851282052	0.0488386628943527	Lysine--tRNA ligase
KAT5	-1.04445193090693	0.00193638035781208	Histone acetyltransferase KAT5
KBTBD11	-1.12757635897436	0.00705521390804223	Kelch repeat and BTB domain-containing protein 11
KCTD12	-2.29239059894626	0.000458029631678442	BTB/POZ domain-containing protein KCTD12
KDELR1	0.671628682455349	0.0191696426668778	ER lumen protein-retaining receptor 1
KDELR2	-1.79963336989448	0.0152598700038291	ER lumen protein-retaining receptor 2
KDM3B	-0.573452820512827	0.00828576364321715	Lysine-specific demethylase 3B
KDM5A	-0.639184257440991	0.0326208693703007	Lysine-specific demethylase 5A
KDM6A	-0.669993897894297	0.0182352085109105	Lysine-specific demethylase 6A
KEAP1	-2.05516359098451	1.79442848128941e-08	Kelch-like ECH-associated protein 1
KHDRBS1	-0.443867333333333	0.0694835033235774	KH domain-containing, RNA-binding, signal transduction-associated protein 1
KHSRP	-0.420464051282053	0.0812392100313384	Far upstream element-binding protein 2
KIAA1143	-1.59801212112524	0.00232086141176243	Uncharacterized protein KIAA1143
KIAA1598	-1.07348123540204	0.0297267169782917	Shootin-1
KIF22	-2.21125239155228	4.47018259389559e-06	Kinesin-like protein KIF22
KIF2A	-0.445783846153841	0.0516919911516665	Kinesin-like protein KIF2A
KIF4A	-1.92423069124034	2.78842179970204e-07	Chromosome-associated kinesin KIF4A
KIF5B	-0.558282307692309	0.00304866516705659	Kinesin-1 heavy chain
KIFC1	-2.91462246153846	1.82719140914377e-11	Kinesin-like protein KIFC1
KIT	1.64414440033907	0.0149110725319195	Mast/stem cell growth factor receptor Kit
KNTC1	-6.49337692307693	1.28427944021934e-46	Kinetochore-associated protein 1
KPNA1	-0.595007487179487	0.000363481467406444	Importin subunit alpha-5
KPNA2	-0.944283226583835	0.00440037744677501	Importin subunit alpha-1
KPNA3	-0.353714153846163	0.0395442982295966	Importin subunit alpha-4
KPNA6	-1.90004013007824	5.09817552327658e-07	Importin subunit alpha-7
KPNB1	-0.38740025641026	0.0138498137017394	Importin subunit beta-1
KRT1	-4.29223410256412	2.2426913704203e-10	Keratin, type II cytoskeletal 1
KRT10	-3.03619786042079	7.59895306956459e-06	Keratin, type I cytoskeletal 10
KRT2	-1.79637268285626	0.0100679454555483	Keratin, type II cytoskeletal 2 epidermal
KTI12	-1.4638216923077	2.49048894268816e-05	Protein KTI12 homolog
KTN1	-0.558565333333334	0.00190796389275433	Kinectin
L2HGDH	-0.631590102564106	0.0173828823851044	L-2-hydroxyglutarate dehydrogenase, mitochondrial
LACTB	0.737834358974357	0.00608352607483345	Serine beta-lactamase-like protein LACTB, mitochondrial
LACTB2	-0.919656256410262	9.87512504507588e-05	Beta-lactamase-like protein 2
LAGE3	0.899937282051287	0.0061636758372239	EKC/KEOPS complex subunit LAGE3
LAMTOR1	0.505612769230769	0.0615787489631351	Ragulator complex protein LAMTOR1
LAMTOR2	-1.34353676923078	5.9987487866505e-06	Ragulator complex protein LAMTOR2
LAMTOR4	-0.703395897435893	0.0587018156362926	Ragulator complex protein LAMTOR4
LAMTOR5	-0.746288615384621	0.00225174237109739	Ragulator complex protein LAMTOR5
LARP1	-1.39258000000001	1.5863065676851e-10	La-related protein 1
LARP4B	-1.34515205128205	7.77729449121052e-05	La-related protein 4B
LARP7	-0.694470205128216	0.00490457692066309	La-related protein 7
LARS	-0.585435230769232	0.0114333949262741	Leucine--tRNA ligase, cytoplasmic
LAS1L	-0.589185128205134	0.0252107317791086	Ribosomal biogenesis protein LAS1L
LAT2	-1.34098892307693	0.000852204605840324	Linker for activation of T-cells family member 2
LBR	0.489267743589739	0.0726677380403843	Lamin-B receptor
LDAH	0.787338320532138	0.00385012789125431	Lipid droplet-associated hydrolase
LDB1	-0.985142508006517	0.0454124961397897	LIM domain-binding protein 1
LDHA	-0.710657589743594	0.000998636502399492	L-lactate dehydrogenase A chain
LEMD3	0.803524943978259	0.00311182068741532	Inner nuclear membrane protein Man1
LEO1	-0.534885948717953	0.00774885753095	RNA polymerase-associated protein LEO1
LEPRE1	-0.642871282051285	0.0240761711621556	Prolyl 3-hydroxylase 1
LGALS3BP	-3.01129098018095	0.000273406926835267	Galectin-3-binding protein
LGALS9	0.545686512820513	0.0655500310175479	Galectin-9
LIMA1	-0.930912692787933	0.00678588982229592	LIM domain and actin-binding protein 1
LIMD1	-0.458232153846158	0.069030744761205	LIM domain-containing protein 1
LIMS1	-1.2143356923077	0.0167596840999704	LIM and senescent cell antigen-like-containing domain protein 1
LMF2	-0.993165297313984	0.00158808429203167	Lipase maturation factor 2
LMNB2	2.74965635897436	2.30149991739613e-27	Lamin-B2
LOC102723897	-0.653835025641037	0.00557111646356706	Protein LOC102723897;Putative WAS protein family homolog 3;WAS protein family homolog 2
LOH12CR1	0.653987968013045	0.0262469800125025	Loss of heterozygosity 12 chromosomal region 1 protein
LONP1	0.996595538461534	3.923586697396e-06	Lon protease homolog, mitochondrial
LPCAT1	-0.844948358009241	0.000844404675377265	Lysophosphatidylcholine acyltransferase 1
LPGAT1	1.13705958357564	0.00144956136408398	Acyl-CoA:lysophosphatidylglycerol acyltransferase 1
LPXN	-1.08525928205129	0.00954113344257255	Leupaxin
LRBA	-0.81829733333333	0.0270999137787622	Lipopolysaccharide-responsive and beige-like anchor protein
LRCH3	-0.375846461538472	0.0710578969604263	Leucine-rich repeat and calponin homology domain-containing protein 3
LRCH4	-0.600303230769235	0.0062581541042168	Leucine-rich repeat and calponin homology domain-containing protein 4
LRPPRC	-0.962334307692316	0.000170940648603559	Leucine-rich PPR motif-containing protein, mitochondrial
LRRC40	-0.619265641025645	0.00373812426684785	Leucine-rich repeat-containing protein 40
LRRFIP1	-0.961458307692325	0.000670217392313328	Leucine-rich repeat flightless-interacting protein 1
LRRFIP2	-1.48332938461539	0.000151182240819584	Leucine-rich repeat flightless-interacting protein 2
LRSAM1	-0.952867705859378	0.00105957731698877	E3 ubiquitin-protein ligase LRSAM1
LSM12	-2.03904297435898	7.20664118241896e-15	Protein LSM12 homolog
LSM14A	-0.825152410256415	0.00199143928010922	Protein LSM14 homolog A
LSM2	-1.95928215384615	5.92111809335917e-10	U6 snRNA-associated Sm-like protein LSm2
LSM4	-1.25456810256411	0.00102187258227244	U6 snRNA-associated Sm-like protein LSm4
LSM8	-1.18930517948719	4.6070152932913e-08	U6 snRNA-associated Sm-like protein LSm8
LTA4H	-0.800197025641037	0.0196414045973602	Leukotriene A-4 hydrolase
LTF	-1.28709512820513	0.0926474124913979	Lactotransferrin
LUC7L2	-0.853192512820517	0.000110969304853591	Putative RNA-binding protein Luc7-like 2
LUC7L3	-0.704498358974355	6.15826185091256e-05	Luc7-like protein 3
LUM	-2.67584433403176	2.16388563217148e-06	Lumican
LXN	-1.21338907692309	0.00118077385067784	Latexin
LYAR	-0.633384358974361	0.00319819044972628	Cell growth-regulating nucleolar protein
LYN	-0.711319538461527	0.0236901555982582	Tyrosine-protein kinase Lyn
LYZ	-1.74185635897437	0.0241261395794478	Lysozyme C
LZIC	-1.09794482051283	7.20027653828921e-07	Protein LZIC
LZTFL1	-1.08188858837439	0.00255654292633932	Leucine zipper transcription factor-like protein 1
M0R150	-1.2214674871795	0.000168161267441999	Uncharacterized protein (Fragment)
MACF1	-0.442430871794874	0.0526687888202051	Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5
MAD1L1	-1.26373482051283	1.19191844240074e-08	Mitotic spindle assembly checkpoint protein MAD1
MAD2L1	-1.05987899542949	0.0599755996465153	Mitotic spindle assembly checkpoint protein MAD2A
MAGOH	-1.17437676923078	9.64522034456699e-07	Protein mago nashi homolog;Protein mago nashi homolog 2
MAK16	-0.886755336676819	0.00570747847307221	Protein MAK16 homolog
MAN1A1	1.35163009260627	0.00409950776714984	Mannosyl-oligosaccharide 1,2-alpha-mannosidase IA
MAN2A1	-0.571121105331258	0.059722325510107	Alpha-mannosidase 2
MAN2A2	-1.97871846210561	1.49765742987124e-06	Alpha-mannosidase 2x
MAN2C1	-4.48234343589744	1.08158219639173e-35	Alpha-mannosidase 2C1
MANF	-0.975619794871804	0.00128527277753473	Mesencephalic astrocyte-derived neurotrophic factor
MAP2K1	-0.681804666666668	0.0423437024062227	Dual specificity mitogen-activated protein kinase kinase 1
MAP2K2	-1.42720241025641	3.40732439257493e-08	Dual specificity mitogen-activated protein kinase kinase 2
MAP2K3	0.949489709562535	4.25899625640493e-05	Dual specificity mitogen-activated protein kinase kinase 3
MAP3K5	-4.22186222653397	4.66771677075371e-11	Mitogen-activated protein kinase kinase kinase 5
MAP4K1	0.588010125564576	0.0627664012334579	Mitogen-activated protein kinase kinase kinase kinase 1
MAP7D1	-2.33635439336612	4.59749262012598e-10	MAP7 domain-containing protein 1
MAPK14	-0.471461897435908	0.0135090586697934	Mitogen-activated protein kinase 14
MAPK3	-0.694612205128212	0.0190240058086665	Mitogen-activated protein kinase 3
MAPKAPK2	-2.22636466666667	1.76912251332142e-14	MAP kinase-activated protein kinase 2
MAPKAPK3	0.956064256410261	0.000254722631394553	MAP kinase-activated protein kinase 3
MAPRE2	-0.683286410256422	0.0268360006883649	Microtubule-associated protein RP/EB family member 2
MARCKSL1	-1.47638200000001	0.000660138272858313	MARCKS-related protein
MARS	-0.919767897435907	5.01192096736994e-06	Methionine--tRNA ligase, cytoplasmic
MAT2A	-1.07557876923078	3.65017526299488e-07	S-adenosylmethionine synthase isoform type-2
MAT2B	-0.593833846153856	0.00547684381860248	Methionine adenosyltransferase 2 subunit beta
MATR3	0.803019333333328	0.000457670880189292	Matrin-3
MAVS	0.384112410256407	0.0982949334709546	Mitochondrial antiviral-signaling protein
MAX	1.61167933354707	2.83780899660518e-06	Protein max
MBD1	0.564528413575122	0.0224692649815808	Methyl-CpG-binding domain protein 1
MBD2	-0.667105413164714	0.00287813978137599	Methyl-CpG-binding domain protein 2
MBD3	-2.00537225641026	3.94097758069662e-10	Methyl-CpG-binding domain protein 3
MBOAT7	0.66525399999999	0.0901594526065457	Lysophospholipid acyltransferase 7
MCM2	-0.446802564102565	0.0841836115712635	DNA replication licensing factor MCM2
MCM3	-0.782213948717956	0.00657035750842922	DNA replication licensing factor MCM3
MCM3AP	1.23113925799065	1.82566510453338e-05	Germinal-center associated nuclear protein
MCM4	-1.17480087179488	0.00015589608294534	DNA replication licensing factor MCM4
MCM5	-0.713065743589741	0.0136698687544507	DNA replication licensing factor MCM5
MCM6	-1.12479558974359	0.000154229717205368	DNA replication licensing factor MCM6
MCM7	-1.28135917948719	3.53306114221222e-06	DNA replication licensing factor MCM7
MCMBP	-0.813777641025645	0.0208847483888535	Mini-chromosome maintenance complex-binding protein
MDN1	-0.554268512820519	0.0887212253331142	Midasin
ME2	0.694952769230763	0.00333604446525433	NAD-dependent malic enzyme, mitochondrial
ME3	-2.4995282051282	2.07893581141854e-08	NADP-dependent malic enzyme, mitochondrial
MEAF6	1.67648750504052	3.57914741856918e-05	Chromatin modification-related protein MEAF6
MECR	-1.25162461538462	2.47470577544731e-06	Trans-2-enoyl-CoA reductase, mitochondrial
MED1	-0.545957794871796	0.0173060111903931	Mediator of RNA polymerase II transcription subunit 1
MED10	0.770969512840471	0.0188522362052326	Mediator of RNA polymerase II transcription subunit 10
MED11	0.729659297560916	0.00914942858488115	Mediator of RNA polymerase II transcription subunit 11
MED17	1.10321709442967	0.0108805879395353	Mediator of RNA polymerase II transcription subunit 17
MED30	-1.04127354135613	0.000428049255268201	Mediator of RNA polymerase II transcription subunit 30
MEF2D	-0.995793025641026	0.00106875398141632	Myocyte-specific enhancer factor 2D
MESDC2	1.73495712820512	2.59208775136519e-13	LDLR chaperone MESD
METAP1	-1.14408287179488	4.16788632525682e-06	Methionine aminopeptidase 1
METAP2	-1.42177543589743	3.4783235204169e-12	Methionine aminopeptidase 2
METTL13	-2.02514076923077	2.47383735292635e-14	Methyltransferase-like protein 13
METTL14	-0.479513977046567	0.09266538270584	N6-adenosine-methyltransferase subunit METTL14
MFAP1	-0.597012717948722	0.00128249173938502	Microfibrillar-associated protein 1
MFN2	-0.878841282051294	0.000243854961707137	Mitofusin-2
MGAM	1.24076039482848	0.0776067356272196	Maltase-glucoamylase, intestinal
MGAT1	-0.922913628440741	0.004092186877535	Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase
MGAT2	-0.686064205128208	0.00748093817057603	Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase
MGEA5	-1.67597509830376	1.3247544358639e-05	Protein O-GlcNAcase
MGME1	0.980612467309259	6.45378226448529e-05	Mitochondrial genome maintenance exonuclease 1
MGST3	-0.784396461538467	0.0043120069626918	Microsomal glutathione S-transferase 3
MIER1	-0.70338635897437	0.000298000175709104	Mesoderm induction early response protein 1
MIF	-1.77198476923078	0.000307571988792533	Macrophage migration inhibitory factor
MINA	-1.18273261538461	6.55518506492863e-05	Bifunctional lysine-specific demethylase and histidyl-hydroxylase MINA
MIOS	-0.476057435897443	0.0165868140281982	WD repeat-containing protein mio
MLKL	-2.73260884728002	6.50529528730883e-11	Mixed lineage kinase domain-like protein
MLLT1	-0.72438373040227	0.0144932492557269	Protein ENL
MLST8	-0.503750746058213	0.0227398542038801	Target of rapamycin complex subunit LST8
MLYCD	1.13463655656689	0.00510900167112616	Malonyl-CoA decarboxylase, mitochondrial
MMAA	1.45601238352843	3.42869054737113e-08	Methylmalonic aciduria type A protein, mitochondrial
MMS19	-1.01489661538462	6.04119534883575e-07	MMS19 nucleotide excision repair protein homolog
MMTAG2	-0.573492923076929	0.0283183194185297	Multiple myeloma tumor-associated protein 2
MOB1A	-4.14446051874028	3.4910303528483e-22	MOB kinase activator 1A
MOB3A	1.0183856413789	0.0656980980032065	MOB kinase activator 3A
MORC2	0.717581715000968	0.0932382054077992	MORC family CW-type zinc finger protein 2
MORC3	-0.502763948717947	0.00485420517146267	MORC family CW-type zinc finger protein 3
MOSPD2	-0.751642118806664	0.0238100624203337	Motile sperm domain-containing protein 2
MOV10	-2.43075924434657	1.35772942256695e-05	Putative helicase MOV-10
MPG	0.627665939917954	0.0958967243367086	DNA-3-methyladenine glycosylase
MPHOSPH8	-1.16855292307693	0.000135776025234172	M-phase phosphoprotein 8
MPI	-0.909300256410255	0.000775336606227243	Mannose-6-phosphate isomerase
MPO	-1.76281625641027	0.0597470794356259	Myeloperoxidase
MPRIP	-1.27588588819958	0.0114913746032644	Myosin phosphatase Rho-interacting protein
MPST	-0.600095589743596	0.0062179633068447	3-mercaptopyruvate sulfurtransferase
MRE11A	-0.851070307692314	0.000250344523026063	Double-strand break repair protein MRE11A
MRI1	-0.897063282051288	0.00606895625971968	Methylthioribose-1-phosphate isomerase
MROH1	-5.28083826033359	1.05503606396761e-19	Maestro heat-like repeat-containing protein family member 1
MRPL1	-1.40365517948718	7.15230544126466e-07	39S ribosomal protein L1, mitochondrial
